id,serial,product,action
1765,FGFJ,"Apple MacBook Pro 15-inch 2.4GHz Quad-core i7 (Retina, Early 2013) ME664LL/A",
1766,FD56,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1767,FD56,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1768,FD56,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1769,FD57,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1770,FD57,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1771,FD57,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1772,FD58,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1773,FD58,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1774,FD58,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1775,FD59,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1776,FD59,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1777,FD59,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1778,FR1M,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1779,FR1M,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1780,FR1M,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1781,FRDM,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1782,FRDM,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1783,FRDM,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1784,FRG2,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1785,FRG2,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1786,FRG2,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1787,FT4P,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1788,FT4P,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1789,FT4P,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1790,FTPL,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1791,FTPL,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1792,FTPL,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1793,FTPM,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1794,FTPM,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1795,FTPM,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1796,FTPR,"Apple MacBook Pro 15-inch 2.0GHz Quad-core i7 (Retina, Late 2013) ME293LL/A",
1797,FTPR,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Late 2013) ME294LL/A",
1798,FTPR,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Late 2013) ME874LL/A",
1799,DKQ1,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1800,DKQ1,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1801,DKQ1,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1802,DKQ2,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1803,DKQ2,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1804,DKQ2,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1805,DKQ4,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1806,DKQ4,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1807,DKQ4,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1808,DKQ5,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1809,DKQ5,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1810,DKQ5,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1811,F51R,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1812,F51R,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1813,F51R,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1814,F69W,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1815,F69W,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1816,F69W,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1817,F69Y,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1818,F69Y,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1819,F69Y,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1820,F6F3,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1821,F6F3,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1822,F6F3,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1823,F6L9,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1824,F6L9,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1825,F6L9,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1826,F9F1,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1827,F9F1,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1828,F9F1,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1829,F9F2,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1830,F9F2,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1831,F9F2,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1832,FCQ3,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1833,FCQ3,"Apple MacBook Pro 15-inch 2.6GHz Quad-core i7 (Retina, Mid 2012) MC976LL/A",
1834,FCQ3,"Apple MacBook Pro 15-inch 2.3GHz Quad-core i7 (Retina, Mid 2012) MC975LL/A",
1835,G3QC,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1836,G3QC,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1837,G3QC,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2014) MGXA2LL/A",
1838,G3QD,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1839,G3QD,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1840,G3QD,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2014) MGXA2LL/A",
1841,G3QG,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1842,G3QG,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1843,G3QG,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2014) MGXA2LL/A",
1844,G3QN,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1845,G3QN,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1846,G3QN,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2014) MGXA2LL/A",
1847,G3QP,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1848,G3QP,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1849,G3QP,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2014) MGXA2LL/A",
1850,G973,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1851,G973,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1852,G973,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2014) MGXA2LL/A",
1853,G974,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1854,G974,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1855,G974,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2014) MGXA2LL/A",
1856,G9JN,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1857,G9JN,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2014) MGXC2LL/A",
1858,G9JN,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2014) MGXA2LL/A",
1859,G8WL,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1860,G8WL,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1861,G8WL,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1862,G8WM,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1863,G8WM,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1864,G8WM,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1865,G8WN,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1866,G8WN,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1867,G8WN,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1868,G8WP,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1869,G8WP,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1870,G8WP,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1871,G8WQ,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1872,G8WQ,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1873,G8WQ,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1874,GP4H,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1875,GP4H,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1876,GP4H,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1880,GF82,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1881,GF82,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1882,GF82,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1883,GF83,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1884,GF83,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1885,GF83,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1886,GF84,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1887,GF84,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1888,GF84,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1889,GF85,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1890,GF85,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1891,GF85,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1892,FWW3,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1893,FWW3,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1894,FWW3,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1895,FWW4,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1896,FWW4,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1897,FWW4,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1898,GL69,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1899,GL69,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1900,GL69,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1901,GCN1,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1902,GCN1,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1903,GCN1,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1904,GCN3,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1905,GCN3,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1906,GCN3,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1907,GCN4,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1908,GCN4,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1909,GCN4,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1910,GL6D,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1911,GL6D,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1912,GL6D,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1913,GL6F,"MacBook Retina 12-inch 1.3GHz Core M (Early 2015)",
1914,GL6F,"MacBook Retina 12-inch 1.2GHz Core M (Early 2015)",
1915,GL6F,"MacBook Retina 12-inch 1.1GHz Core M (Early 2015)",
1916,GWDP,"Apple MacBook Pro 15-inch 2.2GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1917,GWDP,"Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1918,GWDP,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Mid 2015) MJLQ2LL/A",
1919,5PC,"Apple iMac 21.5-inch 3.06GHz Core 2 Duo (Late 2009) MB950LL/A",
1920,5PC,"Apple iMac 21.5-inch 3.33GHz Core 2 Duo (Late 2009) MC413LL/A",
1921,DDJW,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.53GHz Core i5 (Mid 2010) MC024LL/A",
1922,DDJW,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.66GHz Core i7 (Mid 2010) MC024LL/A",
1923,DDJW,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.8GHz Core i7 (Mid 2010) MC024LL/A",
1951,20G,"Apple Mac Pro 2x 2.93GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1952,20G,"Apple Mac Pro 2x 2.66GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1953,20G,"Apple Mac Pro 2x 2.26GHz Quad-Core (8 Cores) Xeon (Early 2009) MB535LL/A",
1954,20G,"Apple Mac Pro 1x 3.33GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1955,20G,"Apple Mac Pro 1x 2.93GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1956,20G,"Apple Mac Pro 1x 2.66GHz Quad-Core (4 Cores) Xeon (Early 2009) MB871LL/A",
1957,DC7C,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.53GHz Core i5 (Mid 2010) MC024LL/A",
1958,DC7C,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.66GHz Core i7 (Mid 2010) MC024LL/A",
1959,DC7C,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.8GHz Core i7 (Mid 2010) MC024LL/A",
1976,pop,"Apple AirPods",
